Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 26 Aug 1995 (34),Kalamata FC (1),2-3,?,OFI Crete FC (1)
?,(Sun) 27 Aug 1995 (34),AEK Athens FC (1),3-0,?,Paniliakos FC (1)
?,(Sun) 27 Aug 1995 (34),Athinaikos AS FC (1),0-1,?,Olympiacos Piraeus FC (1)
?,(Sun) 27 Aug 1995 (34),Edessaikos FC (1),0-0,?,Apollon Smyrnis FC (1)
?,(Sun) 27 Aug 1995 (34),Ethnikos Piraeus FC (1),1-2,?,Panachaiki FC (1)
?,(Sun) 27 Aug 1995 (34),Ionikos FC (1),2-1,?,Panionios GSS (1)
?,(Sun) 27 Aug 1995 (34),Iraklis 1908 Thessaloniki FC (1),3-2,?,Aris Thessaloniki FC (1)
?,(Sun) 27 Aug 1995 (34),AE Larissa FC (1),0-1,?,Panathinaikos FC (1)
?,(Sun) 27 Aug 1995 (34),Xanthi FC (1),2-2,?,PAOK FC (1)
?,(Sat) 9 Sep 1995 (36),Panathinaikos FC (2),2-0,?,Xanthi FC (2)
?,(Sat) 9 Sep 1995 (36),Panionios GSS (2),1-2,?,Olympiacos Piraeus FC (2)
?,(Sun) 10 Sep 1995 (36),Apollon Smyrnis FC (2),4-0,?,AE Larissa FC (2)
?,(Sun) 10 Sep 1995 (36),Aris Thessaloniki FC (2),2-1,?,AEK Athens FC (2)
?,(Sun) 10 Sep 1995 (36),Ethnikos Piraeus FC (2),2-3,?,Kalamata FC (2)
?,(Sun) 10 Sep 1995 (36),OFI Crete FC (2),4-1,?,Edessaikos FC (2)
?,(Sun) 10 Sep 1995 (36),Panachaiki FC (2),1-0,?,Iraklis 1908 Thessaloniki FC (2)
?,(Sun) 10 Sep 1995 (36),Paniliakos FC (2),0-0,?,Ionikos FC (2)
?,(Sun) 10 Sep 1995 (36),PAOK FC (2),1-0,?,Athinaikos AS FC (2)
?,(Sun) 17 Sep 1995 (37),AEK Athens FC (3),5-1,?,Panachaiki FC (3)
?,(Sun) 17 Sep 1995 (37),Athinaikos AS FC (3),1-2,?,Panathinaikos FC (3)
?,(Sun) 17 Sep 1995 (37),Ionikos FC (3),3-1,?,Aris Thessaloniki FC (3)
?,(Sun) 17 Sep 1995 (37),Iraklis 1908 Thessaloniki FC (3),4-1,?,Ethnikos Piraeus FC (3)
?,(Sun) 17 Sep 1995 (37),Kalamata FC (3),1-1,?,Edessaikos FC (3)
?,(Sun) 17 Sep 1995 (37),AE Larissa FC (3),2-6,?,OFI Crete FC (3)
?,(Sun) 17 Sep 1995 (37),Olympiacos Piraeus FC (3),3-0,?,Paniliakos FC (3)
?,(Sun) 17 Sep 1995 (37),Panionios GSS (3),2-1,?,PAOK FC (3)
?,(Sun) 17 Sep 1995 (37),Xanthi FC (3),1-0,?,Apollon Smyrnis FC (3)
?,(Sat) 23 Sep 1995 (38),Aris Thessaloniki FC (4),0-0,?,Olympiacos Piraeus FC (4)
?,(Sat) 23 Sep 1995 (38),Panathinaikos FC (4),5-3,?,Panionios GSS (4)
?,(Sun) 24 Sep 1995 (38),Apollon Smyrnis FC (4),0-0,?,Athinaikos AS FC (4)
?,(Sun) 24 Sep 1995 (38),Edessaikos FC (4),3-1,?,AE Larissa FC (4)
?,(Sun) 24 Sep 1995 (38),Ethnikos Piraeus FC (4),0-3,?,AEK Athens FC (4)
?,(Sun) 24 Sep 1995 (38),Iraklis 1908 Thessaloniki FC (4),2-1,?,Kalamata FC (4)
?,(Sun) 24 Sep 1995 (38),OFI Crete FC (4),3-0,?,Xanthi FC (4)
?,(Sun) 24 Sep 1995 (38),Panachaiki FC (4),1-2,?,Ionikos FC (4)
?,(Sun) 24 Sep 1995 (38),Paniliakos FC (4),1-1,?,PAOK FC (4)
?,(Sat) 30 Sep 1995 (39),Kalamata FC (5),5-0,?,AE Larissa FC (5)
?,(Sun) 1 Oct 1995 (39),Athinaikos AS FC (5),3-2,?,OFI Crete FC (5)
?,(Sun) 1 Oct 1995 (39),Ionikos FC (5),4-1,?,Ethnikos Piraeus FC (5)
?,(Sun) 1 Oct 1995 (39),Olympiacos Piraeus FC (5),6-1,?,Panachaiki FC (5)
?,(Sun) 1 Oct 1995 (39),Paniliakos FC (5),0-1,?,Panathinaikos FC (5)
?,(Sun) 1 Oct 1995 (39),Panionios GSS (5),2-2,?,Apollon Smyrnis FC (5)
?,(Sun) 1 Oct 1995 (39),PAOK FC (5),1-0,?,Aris Thessaloniki FC (5)
?,(Sun) 1 Oct 1995 (39),Xanthi FC (5),1-1,?,Edessaikos FC (5)
?,(Mon) 2 Oct 1995 (40),AEK Athens FC (5),3-1,?,Iraklis 1908 Thessaloniki FC (5)
?,(Sat) 14 Oct 1995 (41),Aris Thessaloniki FC (6),1-1,?,Panathinaikos FC (6)
?,(Sat) 14 Oct 1995 (41),Ethnikos Piraeus FC (6),0-3,?,Olympiacos Piraeus FC (6)
?,(Sun) 15 Oct 1995 (41),AEK Athens FC (6),5-1,?,Kalamata FC (6)
?,(Sun) 15 Oct 1995 (41),Apollon Smyrnis FC (6),2-1,?,Paniliakos FC (6)
?,(Sun) 15 Oct 1995 (41),Edessaikos FC (6),5-2,?,Athinaikos AS FC (6)
?,(Sun) 15 Oct 1995 (41),Iraklis 1908 Thessaloniki FC (6),3-1,?,Ionikos FC (6)
?,(Sun) 15 Oct 1995 (41),AE Larissa FC (6),1-2,?,Xanthi FC (6)
?,(Sun) 15 Oct 1995 (41),OFI Crete FC (6),2-2,?,Panionios GSS (6)
?,(Sun) 15 Oct 1995 (41),Panachaiki FC (6),3-2,?,PAOK FC (6)
?,(Sat) 21 Oct 1995 (42),Paniliakos FC (7),4-2,?,OFI Crete FC (7)
?,(Sun) 22 Oct 1995 (42),Aris Thessaloniki FC (7),2-0,?,Apollon Smyrnis FC (7)
?,(Sun) 22 Oct 1995 (42),Athinaikos AS FC (7),1-0,?,AE Larissa FC (7)
?,(Sun) 22 Oct 1995 (42),Kalamata FC (7),1-1,?,Xanthi FC (7)
?,(Sun) 22 Oct 1995 (42),Olympiacos Piraeus FC (7),2-1,?,Iraklis 1908 Thessaloniki FC (7)
?,(Sun) 22 Oct 1995 (42),Panathinaikos FC (7),1-0,?,Panachaiki FC (7)
?,(Sun) 22 Oct 1995 (42),Panionios GSS (7),1-2,?,Edessaikos FC (7)
?,(Sun) 22 Oct 1995 (42),PAOK FC (7),2-0,?,Ethnikos Piraeus FC (7)
?,(Mon) 23 Oct 1995 (43),Ionikos FC (7),1-4,?,AEK Athens FC (7)
?,(Sat) 28 Oct 1995 (43),AEK Athens FC (8),1-1,?,Olympiacos Piraeus FC (8)
?,(Sat) 28 Oct 1995 (43),Ethnikos Piraeus FC (8),0-0,?,Panathinaikos FC (8)
?,(Sun) 29 Oct 1995 (43),Edessaikos FC (8),1-3,?,Paniliakos FC (8)
?,(Sun) 29 Oct 1995 (43),Ionikos FC (8),2-2,?,Kalamata FC (8)
?,(Sun) 29 Oct 1995 (43),Iraklis 1908 Thessaloniki FC (8),2-2,?,PAOK FC (8)
?,(Sun) 29 Oct 1995 (43),AE Larissa FC (8),0-0,?,Panionios GSS (8)
?,(Sun) 29 Oct 1995 (43),OFI Crete FC (8),2-0,?,Aris Thessaloniki FC (8)
?,(Sun) 29 Oct 1995 (43),Panachaiki FC (8),2-1,?,Apollon Smyrnis FC (8)
?,(Sun) 29 Oct 1995 (43),Xanthi FC (8),3-0,?,Athinaikos AS FC (8)
?,(Sat) 4 Nov 1995 (44),Panachaiki FC (9),0-1,?,OFI Crete FC (9)
?,(Sun) 5 Nov 1995 (44),Apollon Smyrnis FC (9),3-1,?,Ethnikos Piraeus FC (9)
?,(Sun) 5 Nov 1995 (44),Aris Thessaloniki FC (9),2-0,?,Edessaikos FC (9)
?,(Sun) 5 Nov 1995 (44),Kalamata FC (9),1-0,?,Athinaikos AS FC (9)
?,(Sun) 5 Nov 1995 (44),Olympiacos Piraeus FC (9),1-1,?,Ionikos FC (9)
?,(Sun) 5 Nov 1995 (44),Panathinaikos FC (9),4-0,?,Iraklis 1908 Thessaloniki FC (9)
?,(Sun) 5 Nov 1995 (44),Paniliakos FC (9),4-2,?,AE Larissa FC (9)
?,(Sun) 5 Nov 1995 (44),Panionios GSS (9),3-0,?,Xanthi FC (9)
?,(Mon) 6 Nov 1995 (45),PAOK FC (9),1-3,?,AEK Athens FC (9)
?,(Sat) 18 Nov 1995 (46),AEK Athens FC (10),1-0,?,Panathinaikos FC (10)
?,(Sat) 18 Nov 1995 (46),Athinaikos AS FC (10),2-1,?,Panionios GSS (10)
?,(Sat) 18 Nov 1995 (46),Edessaikos FC (10),2-0,?,Panachaiki FC (10)
?,(Sat) 18 Nov 1995 (46),Ionikos FC (10),0-0,?,PAOK FC (10)
?,(Sat) 18 Nov 1995 (46),Iraklis 1908 Thessaloniki FC (10),1-1,?,Apollon Smyrnis FC (10)
?,(Sat) 18 Nov 1995 (46),AE Larissa FC (10),1-0,?,Aris Thessaloniki FC (10)
?,(Sat) 18 Nov 1995 (46),OFI Crete FC (10),3-2,?,Ethnikos Piraeus FC (10)
?,(Sat) 18 Nov 1995 (46),Olympiacos Piraeus FC (10),4-1,?,Kalamata FC (10)
?,(Sat) 18 Nov 1995 (46),Xanthi FC (10),1-3,?,Paniliakos FC (10)
?,(Sat) 25 Nov 1995 (47),OFI Crete FC (11),0-0,?,Iraklis 1908 Thessaloniki FC (11)
?,(Sun) 26 Nov 1995 (47),Apollon Smyrnis FC (11),0-3,?,AEK Athens FC (11)
?,(Sun) 26 Nov 1995 (47),Aris Thessaloniki FC (11),2-2,?,Xanthi FC (11)
?,(Sun) 26 Nov 1995 (47),Ethnikos Piraeus FC (11),1-1,?,Edessaikos FC (11)
?,(Sun) 26 Nov 1995 (47),Kalamata FC (11),1-0,?,Panionios GSS (11)
?,(Sun) 26 Nov 1995 (47),Panachaiki FC (11),1-1,?,AE Larissa FC (11)
?,(Sun) 26 Nov 1995 (47),Panathinaikos FC (11),3-0,?,Ionikos FC (11)
?,(Sun) 26 Nov 1995 (47),Paniliakos FC (11),4-1,?,Athinaikos AS FC (11)
